-2.13157E+04 7.59511E-03
-2.12541E+04 6.93158E-03
-2.11925E+04 5.98249E-03
-2.11309E+04 6.67251E-03
-2.10693E+04 6.20709E-03
-2.10076E+04 7.17730E-03
-2.09460E+04 7.36238E-03
-2.08844E+04 6.76467E-03
-2.08228E+04 5.96057E-03
-2.07612E+04 6.39086E-03
-2.06996E+04 5.82683E-03
-2.06380E+04 6.83690E-03
-2.05764E+04 5.26762E-03
-2.05148E+04 5.55620E-03
-2.04532E+04 5.71738E-03
-2.03915E+04 7.44529E-03
-2.03299E+04 6.11568E-03
-2.02684E+04 6.09588E-03
-2.02067E+04 6.71435E-03
-2.01451E+04 5.08660E-03
-2.00835E+04 7.20286E-03
-2.00219E+04 7.56008E-03
-1.99603E+04 8.53031E-03
-1.98987E+04 7.45013E-03
-1.98371E+04 8.34891E-03
-1.97755E+04 4.81161E-03
-1.97139E+04 6.28322E-03
-1.96523E+04 7.17718E-03
-1.95907E+04 6.55890E-03
-1.95290E+04 6.87582E-03
-1.94674E+04 7.77751E-03
-1.94058E+04 7.08267E-03
-1.93442E+04 5.57711E-03
-1.92826E+04 7.86889E-03
-1.92210E+04 7.78467E-03
-1.91594E+04 6.37709E-03
-1.90978E+04 6.56060E-03
-1.90362E+04 5.95937E-03
-1.89746E+04 7.00191E-03
-1.89130E+04 6.65579E-03
-1.88514E+04 5.57965E-03
-1.87898E+04 7.07012E-03
-1.87281E+04 8.23128E-03
-1.86665E+04 6.09211E-03
-1.86049E+04 7.63928E-03
-1.85433E+04 7.66635E-03
-1.84817E+04 6.25901E-03
-1.84201E+04 5.09674E-03
-1.83585E+04 5.22979E-03
-1.82969E+04 6.75163E-03
-1.82353E+04 7.73961E-03
-1.81737E+04 6.50596E-03
-1.81120E+04 6.82512E-03
-1.80504E+04 6.85110E-03
-1.79888E+04 6.64389E-03
-1.79272E+04 7.52029E-03
-1.78656E+04 7.54715E-03
-1.78040E+04 7.11436E-03
-1.77424E+04 6.37259E-03
-1.76808E+04 8.22297E-03
-1.76192E+04 7.11912E-03
-1.75576E+04 7.97464E-03
-1.74960E+04 6.79591E-03
-1.74344E+04 8.37009E-03
-1.73728E+04 6.96875E-03
-1.73112E+04 7.29421E-03
-1.72495E+04 7.74852E-03
-1.71879E+04 7.68327E-03
-1.71263E+04 6.72351E-03
-1.70647E+04 7.48440E-03
-1.70031E+04 6.60179E-03
-1.69415E+04 7.12679E-03
-1.68799E+04 7.46123E-03
-1.68183E+04 8.58524E-03
-1.67567E+04 6.77935E-03
